"id","query","product_title","product_description","median_relevance","relevance_variance"
16020,"basebal cleat","mizuno number numberspik advanc classic number men metal basebal cleat size number","inspir wave industri effect midsol technolog wave uniqu shape dissip impact forc away foot cushion feel everi step",4,0
16022,"appl iphon number gb otterbox","otterbox commut seri case wallet case appl iphon number","otterbox commut seri wallet case multilay case design keep new phone safe harm still provid access featur port featur slot three card fit commut seri case",4,0.943
16028,"san francisco 49er","san francisco 49er watch wallet set sparo men","watch display team pride wherev go watch wallet set ultim footbal fan can gear game day san francisco 49er watch wallet set sparo easi read number watch ensur don t miss minut action leather strap add luxuri look emboss team logo leather wallet color logo watch provid stylish look whether re field dinner friend 49er support love men s watch wallet gift set black number x number x number set includ wallet metal tin offici licens team logo leather wallet watch strap import",4,0.471
16030,"cross strap backpack","new design inspir black gold trim backpack strap cross shoulder","",4,0.8
16032," runner","greek key design runner tablecloth ivori runner x number","add classic touch greek key design runner tablecloth embroid numberperc polyest cover perfect next gather friend famili",4,0.471
16035,"plantron cord headset","plantron s11 cord headset system manual","",4,0
16040,"dress women","women stripe pont fit flare dress merona","classic merona stripe pont fit flare dress welcom addit wardrob pont di roma knit dress come number perfect posh color readi debut fit bodic flare dress sophist perfect work play alik retain machin wash delic line dri",4,0
16047,"ipad number heavi duti case","number numberpiec iphon case bundl appl ipad appl","numberpiec iphon case bundl compat includ light pink stand leather case white travel charger sync cabl compat appl ipad includ light pink stand case featur smooth synthet leather heavyduti stitch ensur longlif featur autosecur magnet flap best combin secur eas use includ white travel charger number sync cabl charg sync cell phone mp3 devic foldabl intellig ic chip recogn fulli charg batteri automat switch number piec per set numberpiec iphon case bundl contain travel charger intellig ic chip recogn fulli charg batteri bundl light pink stand leather case featur heavi duti stitch ensur long life devic",3,0.471
16052,"dress shirt","coogi lux men light purpl button dress shirt","craft finest materi unparallel shirt perfect solut work attir just casual night button shirt made extra soft breathabl contemporari print",4,0.433
16059,"cat grass","purina cat dri cat number lb bag","purina cat chow adult cat food formul meet nutrit level establish associ american feed control offici mainten adult cat product contain number essenti vitamin miner help cat maintain healthi weight purina indoor cat food also includ garden green provid balanc diet",2,1.095
16061,"waffl maker","kalorik red heartshap waffl maker","way person heart definit stomach kalorik waffl maker design make tasti heartshap applianc sure make breakfast interest featur nonstick interior stun red stylish waffl maker must modern kitchen",4,0
16069,"recharg batteri","duracel recharg aa precharg household batteri","duracel precharg household batteri offer longlast reusabl power electron item can charg hundr time also number percent longer last per charg ion core get power everi batteri come guarante last five year thank duralock power preserv theyll hold charg one year use power nimh household batteri work nimh charger",4,0
16071,"dr lanyard","doctor complet third seri ","genr scifi fantasi run time number number min languag english subtitl languag english pictur format widescreen",1,0
16072,"minecraft diamond sword","philip sonicar diamond clean electr toothbrush","equip advanc technolog diamondclean newest innov philip sonicar diamondclean provid highest level perform sonicar power toothbrush clinic proven remov four time plaqu manual toothbrush four week improv gum health two week proven whiten teeth littl one week featur ergonom handl stylish five clean mode target specif gum care uniqu polish white mode clinic proof",1,0
16077,"bird seed feeder","perkypet mix seed forest green lantern wild bird feeder mgncd00352","ust fill mix seed forest green lantern bird feeder number number lbs mix place yard watch varieti bird gather feeder mix seed forest green lantern wild bird feeder durabl metal construct feed area allow perch cling bird eat easili larg patent diamond mesh feed area make easi monitor seed level allow bird feed keep seed fresh longer feeder will draw finch varieti bird hold number number lbs mix seed powder metal mesh construct easi clean well ventil feeder keep seed fresh assembl need just hang fill attract cling perch bird",4,0.471
16079,"shaver panason","panason close curv women shaver","panason close curv wet dri ladi shaver stylish pink design get smooth close shave shave system use three independ float head follow contour leg arm",4,0.471
16083,"khaki pant","georg big men premium pleatfront khaki pant","georg men premium pleat front khaki pant perfect wardrob wear comfort pant event pair tee casual day dress button dress shoe pick assort color",4,0
16085,"face cream","sweet dreamz anim natur","",4,0
16088,"tv","crosley newport numberinch low profil tv stand two numberinch audio pier","complet entertain space versatil newport tv stand number audio pier classic cherri multistep finish highlight beauti media unit number audio pier design offer spacious storag media util rais panel door open give access adjust storag shelv tv stand cord manag system ensur tangl free arrang wire accommod flat panel tv solid hardwood veneer construct stand pier make durabl adjust level base leg offer comfort placement",2,0.471
16091,"car window sticker","bois state bronco offici ncaa car window cling","show team pride everywher go ultra decal stick multipl surfac remov reusabl versatil cling can use indoor outdoor will leav residu remov made usa",3,0.471
16092,"recharg batteri","lenmar aa recharg batteri gray","lenmar aa recharg batteri gray",4,0
16093," clock","howard miller westport top clock","tradit decor clock vintag charm love curio top fix rosewood clock gimbal swivel angl choic featur polish goldton bezel felt interior line quartz movement ensur westport clock keep reliabl time clock featur solid hardwood case rosewood finish clock featur gimbal clock dial swivel function attract gold tone bezel convex glass crystal felt interior line batteryoper quartz movement specif overal dimens number x number x number",4,0
16095,"cowboy boot","laredo miss kate women western cowboy boot","kickstart western style timeless laredo cowboy featur eyecatch multicolor inlay overlay shaft",4,0.471
16105,"duffl bag","rockland number duffl bag pink","rockland number duffl bag pink dot trendi way travel will complement rockland luggag collect perfect size carry flight bag made fashion durabl numberdeni polyest sure turn head wherev go featur utop open easi pack roomi main compart number front zipper compart smaller item also adjust ergonom handl make comfort carri 19lx10wx11h",4,0
16110,"sweater dress","pli cashmer women boat neck sweater dress","layer luxuri feel cashmer pop sweater dress pli cashmer cashmer dress featur five button accent cuff relax fit",4,0
16111,"playstat vita system","playstat tv bundl dual shock number lego movi digit voucher","playstat tv simpl fun way enjoy univers playstat game entertain entir famili pack dualshock number 8gb memori card two digit voucher blockbust hit lego movi videogam sli cooper thiev limit edit playstat tv bundl need join excit world playstat",2,0.471
16113,"ice cream maker","cuisinart icenumb frozen yogurtic cream s orbet maker icenumb","whatev cuisinart automat frozen yogurtic cream sorbet maker will help make delici frozen dessert match make fatfre lowfat frozen rich ice cream quart quick new mix paddl make frozen dessert drink number minutes doubl insul freezer bowl elimin need ice easi lock transpar lid larg spout make ad ingredi simpl mess free fulli automat larg ingredi spout ad ingredients dimens numbernumb x numbernumb x numbernumber sku impr3852",4,0
16117,"portabl hard drive","toshiba canvio connect 1tb portabl extern hard black","toshiba connect 1tb portabl extern hard drive let store file compact portabl give easi access file whenev need design connect highspe usb number number drive let read write file incred can use everyday expand storag backup comput black toshiba portabl extern hard drive combin form function pockets stylish extern drive incred oneterabyt capac toshiba portabl extern hard drive compat window number number well appl mac comput ensur safe effici storag import data media file highcapac toshiba canvio extern hard drive",4,0
16118,"tote bag","hablando sola tote bag","stylish tote featur doubl roomi interior plenti includ zip flap ensur spot stow away everday essenti",4,0
16120,"yanke","mlb men new york yanke team tee","",4,0.49
16126,"storag drawer","sevill classic numberpiec bamboo drawer organ box","keep drawer organ sevill classic bamboo drawer organ box made ecofriend renew box design fit snug can use separ help clear clutter around offic drawer room home",3,0.471
16130,"barbi","barbi birthday wish doll","barbi birthday wish doll readi help celebr birthday style wear pink gown that just right special occas decor cheer floral print belt ribbon sash flower accent play pearl earring complement dress birthday doll long blond hair sparkl blue eye barbi fan appreci receiv uniqu fashion doll gift also make wonder addit barbi doll collect",4,0
16132,"zippo hand warmer","zippo black refil delux hand warmer pouch number number","",4,0
16134," clock","mayan inspir iron clock light brown sage green age finish","take inspir ancient mayan clock featur mani intric detail clock light chestnut brown finish heavi sage green glaze top roman numer display quartz movement dimens x x iron",4,0
16137,"led christma light","order home collect led branch light","bring soft illumin classic style area home order home collect led branch",2,0.471
16143,"pressur cooker","cuisinart cpcnumber 1000w numberquart electr pressur cooker stainless steel new","",4,0.471
16152,"skecher women shoe","women skecher bob earthwis lil empress black","",4,0.943
16155,"wreck ralph","wreck ralph ","",4,0
16156,"cast iron skillet","lodg logic cast iron"," proud carri legaci start great joseph sole american manufactur cast iron cookwar lodg logic cast iron skillet complet versatil will go kitchen campfir eas skillet lodg logic cast iron skillet will last decad continu provid excel perform year year foundryseason easyreleas surfac improv use must kitchen tool perfect choic roast fri rug cast iron construct heat slowli even can fri chicken can bake cake will find perfect use home cook surfac stovetop gas grill campfir cookwar heat retent cast iron lodg logic cast iron skillet proud made usa sinc now let",4,0
16171,"oakley radar","oakley radar pitch replac len g30 one size"," technolog advanc piec sport equip sure get oakley engin interchang len design let adapt sport environ three uniqu len shape can choos amount coverag work best outdoor way mother natur sculptur facial physiqu offer wide rang accessori len set includ vent design offer cool well best polar lens sun oakley polar technolog use liquid infus process bond polar filter molecular level elimin haze distort found convent technolog achiev unbeat glarecut perform durabl len materi offer superior impact protect filter uv ray high definit maxim clariti patent innov like polar geometri crystal clear vision everi angl view import note use care accessori lens scratch lens can return cover warranti polici",4,0.471
16173,"men leather shirt","men shortsleev leather polo shirt daniel won black","",4,0.433
16176,"blender","vitamix certifi recondit program blender platinum","detail keurig cappuccino maker r500 rivo singl serv brewer taken singl serv coffe maker concept next level your longer limit simpl cup coffe can creat near coffe drink quick easili comfort home use singl cup espresso pod brew add froth type milk just push button combin coffe theyll rival coffeehous concoct cup capac number number capac number number oz materi plastic includ instruct remov water reservoir batteri batteri use dimens number number h x number number w x number number d product weight number number lb",4,0
16183,"fuji bike shirt","asic number women fuji light run top w110564","conquer trail comfort cut ecofriend asic fuji light top fun contrast color reflect element keep visibl dart around skil conscienc skin will enjoy ultra lightweight cocona use power recycl coconut shell keep sweat stick around long isnt natur fabric made coconut shell flatlock stitch construct enhanc comfort chafefre mesh panel breathabl raglan sleev low abras stitch construct enhanc comfort number holster stash pocket",3,0.8
16189,"memori foam mattress topper","dream therapi number twin memori foam mattress topper number x number","comfort topper avail king california king size topper measur number inch thick premium memori foam densiti number pound memori foam resist dust mite natur antimicrobi temperatur sensit foam adjust temperatur stay warm improv circul reduc pressur point can disrupt sleep elimin motion transfer never need turn dis pers weight even mattress can use exist frame meet flammabl standard dimens twin number inch wide x number inch long full number inch wide x number inch long queen number inch wide x number inch long king number inch wide x number inch long california king number inch wide x number inch long memori foam tip remov packag within number hour receipt maxim memori foam expans due natur memori foam firm level everi item uniqu pleas advis even similar product may produc differ firm result open product return",4,0
16194,"hallmark wed coupl figurin","precious moment love still sparkl figurin precious moment","figurin depict coupl celebr 25th wed anniversari stand number number inch tall length number 94height number 92width number number",4,0.471
16196,"refrigir","sunpentown doubl door refriger energi star stainless steel number ","sunpentown number number cubic foot stainless steel doubl door refriger flush back compact design ideal colleg dorm room offic revers door offer versatil also featur separ freezer fridg adjust fresh food section slide wire shelf storag transpar veget storag drawer glass front level leg",4,0
16198,"kitchen rug","garland rug herald squar 2pc kitchen rug slice number x","garland rug herald squar kitchen rug slice mat can fabul accent piec home various color can pick one can match blend design give home timeless appeal polypropylen two piec can withstand daili wear tear can ideal choic kitchen heavilytravel spot hous easi care nonskid x machin made rug function well",2,0.943
16200,"cocoa butter","badger cocoa butter lip balm sweet number oz","dreami cocoa butter lip balm come larger 25oz stick magic badger creami lip balm featur certifi organ fair trade cocoa sultri fragranc dark chocol cocoa butter tradit process low allow butter retain healthgiv properti flavor natur steam distil essenti oil artifici sweeten fragranc may littl best lip balm weve ever think youll probabl agre",2,0.471
16202,"yoga mat","lotus tree print yoga mat","take pilat floor exercis next degre comfort classic yoga mat three millimet cushion provid barrier hard surfac ad comfort nonslip surfac let stretch pose complet comfort stabil your finish simpli roll mat easi transport storag",4,0
16209,"wall clock","threshold wall clock arab numer nickel","keep time home offic wall clock threshold white black number chrome simpl design fit integr hanger make instal breez",3,0
16213,"rain boot","women laceup purpl rain boot","get purpl women rain boot brighten overcast day cute style function make must laceup rain boot featur rubber upper tpr sole will keep feet dri comfort pad footb cotton line",4,0
16214,"cocoa butter","palmer cocoa butter formula vitamin e skin therapi number number fl oz","advanc multipurpos skin perfect product can use includ face preserv lightweight formula contain exclus blend key ingredi stretch dri damag uneven skin age skin fine line wrinkl skin look feel instant soft smooth uniqu nonstain formula also ideal use bath oil deep moistur treatment dermatolog test anim test made usa beauti hand moistur gel salv palmer cocoa butter formula skin therapi oil vitamin e",4,0.471
16215,"zippo","zippo steel wood pipe lighter","experi qualiti make zippo steel wood pipe never without light product featur windproof design allow work virtual anywher refil zippo classic lighter featur strong sturdi design longlast use zippo steel wood pipe lighter classic highpolish chrome zippo pipe lighter eleg dark wood grain metal design stylish chrome lighter lifetim guarante made usa",4,0
16220,"basebal cleat","nike number air mvp pro metal men basebal cleat size number","nike air mvp pro metal men basebal cleat combin snug comfort excel support respons cushion deliv outstand impact ninecleat pattern offer solid traction field featur technolog nike air number year revolutionari idea rais standard sneaker comfort use lightest cushion materi air nike air unit work trap air molecul insid durabl urethan shell air unit compress reduc forc immedi recov shape readi next land nike air unit built cushion properti hold steadi life shoe lowcut cleat blend classic basebal dna modern design detail elitelevel perform style",4,0
16221,"kobo eread","belkin aux cabl miniphon ipad mp3 macbook mac","plug play anywher tanglefre design connect ipod iphon car home portabl sound card devic number 5mm jack flat cabl design prevent tangl part collect mix audio power accessori come full line hitech hue",1,0
16232,"flower bulb","tiffanystyl numberlight vintagebronz stainedglass flush mount","light two bulb diffus floral stain glass shade gorgeous light fixtur vintag bronz frame number piec intric cut glass retro chic look",1,0
16233,"aveeno shampoo","aveeno light scent wash babi shampoo number fl oz","clean without dri soap free hypoallergen can use skin hair gentl cleans rins clean fresh fragranc babi wash shampoo number fl oz can use everi day tear free",4,0.471
16235,"ray ban sunglass","rayban number gold sunglass","classic rayban number gold aviat sunglass casual vibe transcend fashion shini gold metal frame pair larg aviat lens brown gradient tint adjust nose pad ensur great fit",4,0
16238,"router","linksi wrt54gl ieee number wireless router","wireless conveni youv got network now enhanc wirelessg access number mbps now easi grow network ad printer wireless without string cabl reliabl connect allow move set devic around home offic add access point two separ network creat connect easi configur devic secur configur snap browserbas configur util",4,0
16245,"yellow dress","forev number strapless sweetheart dress yellow medium","one ensembl that perfect everyth first date brunch friend featur eleg sweetheart strapless line dress timeless piec season",4,0
16250,"speck iphon number case","speck appl iphon number candyshel grip case","bout item turn thumb thumb speck appl iphon number candyshel grip case addit hard shell exterior rubberi interior help absorb shock guard rais rubber ridg textur grip make game take pictur easi give perfect hold two layer militarygrad protect singl piec rubber cover shield button without imped access rais bezel protect screen impact add grip",3,0.632
16252,"thoma train","thoma friend mud glorious mud","thoma tank ador children favorit island sodor belov return friend episod longrun show thoma funlov pal sludg mud way adventur",4,0.49
16254,"light bulb","great valu led light bulb 3w deco soft white","led current advanc light technolog effici light sourc avail provid excel light qualiti lumen output energi effici long life make great valu consum great valu led 15w deco light bulb save number percent energi cost last hour 15w equival use 3w energi led light bulb nondimm led soft white led deco lamp numberyear limit warranti save energi cost last hour use number watt energi number watt equival light output light output number lumen base type e12 dimmabl color temperatur daylight color render index number energi save life light bulb number",4,0
16255,"bike children","tour de franc tie breaker number","give futur cycl champion head start tour de franc bike great featur authent tour de franc graphic make perfect starter bike young rider",4,0.471
16256,"eye cream","olay age defi seri antiwrinkl eye cream number number oz","olay age defi seri antiwrinkl eye cream number number oz ideal around eye proven reduc appear fine line leav skin hydrat look smoother oilfre eye cream contain vitamin proretinol beta proven formula work deep within skin surfac reduc appear fine line wrinkl delic skin around eye area sign age like appear combat age use olay eye contain vitamin e leav skin soft smooth",4,0.433
16257,"storag drawer","staxonsteel storag letter number ","staxonsteel storag steel number x x blk maximum strengthbuilt heavi daili usag maximum stabil spacesav stackabl access frequent file refer steel framework interlo ",4,0
16262,"werewolf costum","brown werewolf costum child"," mytholog creatur lycannon werewolf costum featur tatter delux fur qualiti mask simpli add raggedi pair pant will complet werewolf just costum need school charact famili occas holiday product ",4,0
16267,"bike lock","schwinn cabl bike lock number feet","let schwinn help keep bike protect schwinn 12mm key lock key lock made durabl twist steel cabl cover weather resist protect vinyl selfcoil cabl bonus quick releas carri bracket allow take lock ride store eas rubber hous bike will safe scratch thiev number piec number accessori fit size fit size frame materi chrome steel finish powderco care clean wipe clean damp cloth x number number mm w x number number mm l weight number number lb batteri batteri use assembl detail assembl requir info onlin item number store item number numbernumbernumb item can gift wrap import",4,0
16270,"solar charger","barska portabl solar charger case speaker","",3,0.471
16272,"wii","disney infin starter kit ","take role natur gift becom captain jack swordwield transform mr one world greatest crime fighter stori never end starter pack just mani disney charact world come give infinit way inspir ",3,1.166
16274,"playstat number","ps4 500gb consol bundl last us remast","",4,0
16279,"white dress","lipstik littl girl number design white blue floral sparkl tank dress","boutiqu design lipstik bring cute dress littl girl tank style dress featur floral pink sequin trim top lead blue sparkl waistband soft floral skirt make sweet dress time year fulli cute sandal even pair cowgirl boot western look",3,0.471
16282,"eye cream","lancom renergi eye antiwrinkl firm eye cream number 5oz new","",4,0
16288,"bike children","polari edg lx200 number kid bicycl","polari edg number inch kid bike featur uniqu steel frame number inch pneumat linear pull kickstand fender child will love great color design snazzi fender",4,0
16289,"hair accessori","hype hair bun number","make perfect updo easi use bun maker versatil style option chignon frame",3,0.471
16290,"plantron cord headset","plantron t10 cord headset telephon number busi phone","increas product comfort use telephon headset solut can increas product allow handl task talk phone use headset can reduc upper shoulder tension allow comfort work environ experi comfort great sound qualiti plantron headset telephon solut comfort",3,0.471
16295,"gold dress","guess brown masculin retro dress chronograph watch men","ensur look alway classi handsom retrostyl dress watch put polish profession wardrob guess masculin retro dress chronograph watch design stylish rose goldton steel case genuin brown textur leather watch alway keep time chronograph stop watch date function goldton case 44mm waterresist 100m chronograph stop function second hand steel case croco grain leather strap manufactur s numberyear limit warranti import",1,0
16296,"glitter vial","martha stewart glitter glue ","ek successmartha stewart glitter glue set use coordin glitter color includ glue make beauti glitter design card paper packag contain three number number ounc vial glitter one number number fl ounc tube glue",4,0
16297,"headphon earbud","panason earbud headphon","ear headphon singl button remot mic made major mobil phone manufactur panason manufactur part number rptcm125k manufactur websit address http brand name panason product model rptcm125k product name earbud headphon product type earset connect technolog wire cabl length number number ft sound mode stereo imped number ohm minimum frequenc respons number hz maximum frequenc respons number khz connector plate gold plate featur line remot earpiec design earbud earpiec type binaur driver size number microphon design cabl host interfac miniphon color black form factor ear weight number number oz packag content earbud headphon earpad",4,0
16300,"high heel shoe","liliana roxannenumb women strappi high heel","strappi highheel sandal liliana add style feminin footwear wardrob faux leather finish glossi sheen give roxannenumb shoe glamor side buckl make wear easi",4,0
16302,"plantron cord headset","plantron supraplus hw251n mono cord headset","",4,0
16304,"ice cream maker","hamilton beach number number quart gel ice cream maker white","hamilton beach number numberquart gel ice cream maker number number quart capac make ice frozen sherbet gelato larg ingredi open outer bowl prevent condens buildup counter easylock lid gel canist fit easili freezer",4,0
16307,"solar charger","solar pl2320 pro logix batteri charger","featur benefit fulli automat oper simpli choos batteri type desir charg press charger rest turn batteri reach full charg provid abil proper charg virtual lead acid batteri type gel spiral marin deep cycl batteri advanc multiphas charg process deliv benefici charg everi improv batteri health restor reserv capac featur soft start mode sever deplet batteri recondit mode rejuven distress batteri two tool pl2320 incorpor fulli automat charg routin plus fulli automat batteri mainten routin batteri reach full charg enhanc mainten mode ideal long term storag season use vehicl charger incorpor number safeti featur make charg safer oper batteri includ revers polar protect batteri fault detect combin fulli automat oper abil proper charg multipl batteri prologix pl2320 perfect charger meet need profession technician safe versatil one charger fast charg batteri repair batteri mainten long term storag",4,0.471
16316,"drawer organ","recycl drawer number number x number x1 unv08120","ninecompart organ includ compart sticki scissor use desk drawer stack unv08100 letter tray smart plus made postconsum recycl plastic",4,0.471
16318,"cargo short","black cargo short bottom","style spring season black short bottom made nylon spandex short hand washabl",4,0
16320,"nike women","nike women tech xtreme golf glove","nike tech xtreme golf glove contain textur leather lightweight engin textil excel feel maximum breathabl rang motion strateg place lycra spandex finger thumb gusset provid flexibl breathabl",4,0.943
16322,"green laser pointer","laser glow technolog gar225xxx ariesnumb green handheld laser pointer","laserglow origin portabl green laser ari seri built ground continu highpow operation laser pointer provid suffici output power ari give portabl power level 250mw 532nm machin aluminum heat sink dissip excess heat generat laser caviti keep ari run duti cycle laserglow ari seri green portabl laser ir filter safeti output power measur unit individu numberminut continu period ensur sustain performance test done least number time ship customer sku las094",4,0.471
16324,"silver jean","silver jean suki bootcut jean","tear detail hip embroid back pocket silver jean suki bootcut medium wash transform whisker fade worn look machin washabl import junior jean low belt loop fivepocket button flap pocket embroideri back rip detail pocket whisker contrastcolor topstitch throughout medium wash approxim inseam number inch",4,0
16325,"patio umbrella","corliv 10ft round tilt patio multipl color","share special moment backyard tilt patio umbrella corliv air vent hang side flap ensur seat area stay cool hot summer day durabl steel frame uv resist polyest look great will withstand element outdoor assembl storag simpl conveni crank pulley system",4,0
16327,"tupperwar water bottl lime","camelbak eddi water bottl navi ","number piec number includ bottl featur spillproof drinkthru leakproof bpa rubber handl capac number number lit contain materi bpafre copolyest lid materi polypropylen protect qualiti break highimpact resist care clean dishwashersaf top rack clean water mild hand wash dimens number number h x number number w x number number d weight number number lb warranti descript lifetim unlimit manufactur warranti",2,0.943
16331,"dean guitar","dean ax spalt caw gloss natur guitar","dean pre amp number band eq mahogani select spruce top",4,0
16333,"assassinss creed","assassin creed number ii game complet","",3,0.471
16335,"microwav","cuisinart cmwnumber microwav oven","cuisinart cmwnumber microwav oven combin number number number kw",4,0
16336,"wall mirror","set number round wall mirror multipl size","fun set number round wall mirror multipl size make decor easi set includ seven circular mirror appear float wall set includ one three three numberinch diam mirror",4,0
16343,"bluetooth speaker","iliv ihb603b home music system bluetooth speaker bluetooth v2 number usb stereo black open free ground ship","new open box iliv ihb603b music system built bluetooth technolog allow stream music bluetooth enabl devic listen favorit enjoy fm util ize audio line input play music non bluetooth equip devic ihb603b also featur usb phone charger charg almost devic new open box product origin manufactur includ carri manufactur warranti manual softwar might can usual load manufactur item can origin manufactur box repackag protect ship model number ihb603b product name iliv ihb603b audio system product type audio system color black connect bluetooth bluetooth standard bluetooth v2 number cd player media format cd wireless rang number feet sound effect number channel stereo preset channel number fm station port number 5mm audio usb place wall mountabl disc player type vertic load dimens number number x number number x number number inch weight number number lbs",4,0
16347,"ipad number heavi duti case","kensington black belt 1st degre rug case appl ipad red","",3,0.471
16349,"hair accessori","bundl monster 9in1 hair style accessori kit bun maker roller braid twist number","learn work hair design magic eas flick wrist ultim hair design kit includ nine differ type hair tool kit includ spong hair plate bun ring magic hair twist braid tool care plastic hairstyl spong volum hair donut hair bun spiral hair set elast set hair set u hair pin tool can use add differ flare hair style plastic hairstyl maker can use turn plain ponytail someth stylish creat eleg bun mani bun maker includ differ size avail bun depend bun size want varieti pin includ make sure style will stay secur use donut bun maker pull hair back high ponytail secur elast crown place hair bun donut end ponytail pull strand hole center start smooth hair tuck end underneath tri dispers hair even around donut slowli roll bun maker ponytail reach base flip bottom side maker upward insid hand tuck loos strand underneath donut reach fill gap bun spread hair tidi loos end strand pin around base make bun gentl tug teas strand center portion bun outward instruct can found insid cylindr packag item ship note due differ monitor actual color may vari slight imag bundl monster regist trademark remi collect llc exclus distribut bundl monster bundl monster trademark protect us trademark law featur number differ hair tool help whip varieti fashion look includ hair plate bun ring twist braid plastic hairstyl volum hair donut bun spiral hair set elast set hair pin basic instruct includ insid product packag set avail blond choos set accord closest hair color match set preselect sold pictur",4,0.471
16350,"doubl stroller","babi trend sit n stand plus doubl millennium","babi trend sit n stand doubl stroller includ twin fivepoint safeti har two babi can ride safe rear canopi seat back doubl buggi provid shade babi can remov allow older children stand sit babi stroller whether twin two children differ doubl buggi can accommod whether your just stroll around town sit stand plus doubl stroller featur number tray cup holder children cover parent organ number cup holder",4,0
16361,"green laser pointer","laser glow technolog gar075xxx ariesnumb green handheld laser pointer","laserglow origin portabl green laser ari seri built ground continu highpow operation laser pointer provid suffici output power ari give portabl power level 250mw 532nm machin aluminum heat sink dissip excess heat generat laser caviti keep ari run duti cycle laserglow ari seri green portabl laser ir filter safeti output power measur unit individu numberminut continu period ensur sustain performance test done least number time ship customer sku las088",4,0.471
16367,"blue mini fridg","emerson number number cu ft compact refriger"," lownois emerson refriger featur stainless steel chiller compart frozen spacesav spacious design also adjust level leg adjust thermostat perfect fit anyth dorm room offic energi star rate",2,0.471
16369,"green bay packer","picnic time green bay packer cellar trolley","",4,0.943
16372,"plantron cord headset","plantron blackwir number seri bluetoothen cord usb headset stereo usb bluetooth number hz number khz head binaur supraaur nois","blackwir number seri versatil uc headset offer highqual pc audio seamless bluetooth connect mobil phone tablet enjoy unmatch audio industryfirst smart sensor technolog automat answer call put detach cabl take mobil call throughout offic dual connect blackwir number seri headset connect pc mobil phone combin comfort durabl cord freedom flexibl wireless ideal knowledg worker need seamless solut manag call mobil phone blackwir number seri premium headset uc",4,0
16378,"pencil skirt","better home garden numberpiec theres comfort set","better home garden numberpiec comfort set will add sophist style guest room bedroom home classic design neutral color will blend seamless room decor theres polyest comfort set number piec will add finish touch room includ comfort two standard pillow well contrast bed skirt three decor pillow better home garden comfort set featur modern comfort detail pencil work embroideri bottom band contrast rich color add luxuri sheet will tranquil retreat better home garden numberpiec comfort set smart way freshen bedroom",1,0
16384,"playstat vita system","playstat vita","",4,0.471
16389,"macbook case number case","insten clear green snap laptop case cover appl macbook pro numberinch"," clear green snap case appl macbook pro numberinch protect laptop bump scratch accessori case",4,0
16391,"batman","batman decor kit","batman decor kit paper foil batman decor kit featur imag batman along famous logo transform parti time conveni set batman decor kit includ number inch centerpiec number inch number inch confetti piec",2,0.471
16392,"playstat number","ps4 ultim valu bundl bonus order game ","build ultim ps4 bundl addit control choic playstat number best place play connect power graphic intellig deepli integr social innov secondscreen featur combin unparallel immers game favorit digit entertain playstat ps4 center enabl play want ps4 enabl greatest game develop world unlock creativ push boundari play system tune specif need",4,0
16393,"toy truck","melissa doug anim rescu shapesort truck","anim rescu ranger rug safari two cheer peopl readi zoom across savannah help anim friend hippopotamus lion fit truck side diecut excit toy perfect imagin play fine motor skill much lift remov cargo door unload color sort stack solidwood piec load truck secur door track one male one femal ranger fit cab come tend anim preserv play idea includ reinforc basic skill inspir creativ play",3,0
16394,"bird seed feeder","wild delight cardin food ","special premium blend attract cardin songbird attract outdoor pet",2,0.98
16397,"projector","crayola projector light design","junior artist will love projector light design set crayola child can turn ceil privat art galleri design age number projector let kid play game reusabl plastic draw sheet project design onto ceil wall use special marker scribbl sketch favorit design fixedfocus project len let child magnifi creation number time larger origin size project onto wall ceil projector light design come number marker number plastic draw sheet set switch requir number aa sold separ",4,0.943
16401,"bike lock","mwave thick spiral combin bike lock number","mwave thick spiral automat combin lock heavi duti combin lock come coil design attach bracket mwave lock secur product design daili commut mind",4,0
16402,"rain boot","girl western chief wild cat light rain boot navi","light rain boot western chief sure make light whimsic print function pull handl guarante littl one will wear rain ",3,0.49
16403,"outdoor cover","classic accessori veranda patio chair set round fit number","protect outdoor patio set wind rain veranda patio chair set cover fabric top fit eleg around rectangular oval tabl number standard patio set chair patio furnitur cover featur protect waterrepel resist pvc protect dark splash guard skirt air vent reduc insid condens wind patio chair set cover wont fli away elast hem cord toggl allow adjust secur custom can also easili remov patio furnitur cover conveni pad handl clickclos strap snap chair leg secur cover veranda patio chair set cover gardell protect fabric system wont crack cold weather clickclos strap lock around leg secur cover windi day fit round patio tabl number standard chair d x pad handl easi fit remov protect splashguard skirt adjust elast hem cord secur custom fit heavyduti fabric interlock seam add strength durabl air vent reduc condens lessen balloon patio chair set cover wont fli away patio furnitur cover fabric waterresist waterrepel",3,0.748
16408,"bridal shower decor","pink stork babi shower mini honeycomb 4pk","sweeten ador pink stork babi shower decor measur high featur charm stork hold babi cardboard centerpiec perfect addit babi shower parti decor coordin pink stork parti suppli solid color babi shower theme parti decor person babi shower mini honeycomb decor sold numberpack measur high",1,0
16409,"cowboy boot","french blu women tall cowboy boot black","",4,0
16418,"glass marbl","genuin glass marbl number","genuin glass marbl number daricesea glass decor accent glass perfect vase filler will add color beauti floral use wholesal bulk cheap discount marbl candl holder decor bowl can scent use ",4,0
